Date,RHA,Daily_Cases,Cumulative_Cases,Active_Cases,Recoveries,Deaths
2021/02/01 06:00:00+00,Winnipeg,19,16884,731,15562,591
2021/02/02 06:00:00+00,All,113,29886,3139,25899,848
2021/02/02 06:00:00+00,Interlake-Eastern,11,2283,427,1819,37
2021/02/02 06:00:00+00,Northern,56,4024,1652,2343,29
2021/02/02 06:00:00+00,Prairie Mountain Health,9,2020,150,1818,52
2021/02/02 06:00:00+00,Southern Health-Santé Sud,7,4645,190,4318,137
2021/02/02 06:00:00+00,Winnipeg,30,16914,720,15601,593
2021/02/03 06:00:00+00,All,96,29982,3107,26026,849
2021/02/03 06:00:00+00,Interlake-Eastern,16,2299,439,1823,37
2021/02/03 06:00:00+00,Northern,43,4067,1645,2393,29
2021/02/03 06:00:00+00,Prairie Mountain Health,4,2024,145,1827,52
2021/02/03 06:00:00+00,Southern Health-Santé Sud,4,4649,191,4321,137
2021/02/03 06:00:00+00,Winnipeg,29,16943,687,15662,594
2021/02/04 06:00:00+00,All,101,30083,3111,26116,856
2021/02/04 06:00:00+00,Interlake-Eastern,14,2313,447,1829,37
2021/02/04 06:00:00+00,Northern,33,4100,1645,2425,30
2021/02/04 06:00:00+00,Prairie Mountain Health,8,2032,144,1836,52
2021/02/04 06:00:00+00,Southern Health-Santé Sud,13,4662,195,4329,138
2021/02/04 06:00:00+00,Winnipeg,33,16976,680,15697,599
2021/02/05 06:00:00+00,All,86,30169,3018,26291,860
2021/02/05 06:00:00+00,Interlake-Eastern,5,2318,444,1837,37
2021/02/05 06:00:00+00,Northern,28,4128,1632,2464,32
2021/02/05 06:00:00+00,Prairie Mountain Health,9,2041,142,1846,53
2021/02/05 06:00:00+00,Southern Health-Santé Sud,5,4667,194,4335,138
2021/02/05 06:00:00+00,Winnipeg,39,17015,606,15809,600
2021/02/06 06:00:00+00,All,78,30247,2985,26400,862
2021/02/06 06:00:00+00,Interlake-Eastern,4,2322,435,1850,37
2021/02/06 06:00:00+00,Northern,28,4156,1626,2498,32
2021/02/06 06:00:00+00,Prairie Mountain Health,8,2049,135,1861,53
2021/02/06 06:00:00+00,Southern Health-Santé Sud,8,4675,196,4341,138
2021/02/06 06:00:00+00,Winnipeg,30,17045,593,15850,602
2021/02/07 06:00:00+00,All,50,30297,1484,27948,865
2021/02/07 06:00:00+00,Interlake-Eastern,3,2325,215,2073,37
2021/02/07 06:00:00+00,Northern,11,4167,623,3511,33
2021/02/07 06:00:00+00,Prairie Mountain Health,1,2050,78,1919,53
2021/02/07 06:00:00+00,Southern Health-Santé Sud,5,4680,82,4459,139
2021/02/07 06:00:00+00,Winnipeg,30,17075,486,15986,603
2021/02/08 06:00:00+00,All,73,30370,1455,28044,871
2021/02/08 06:00:00+00,Interlake-Eastern,2,2327,210,2080,37
2021/02/08 06:00:00+00,Northern,14,4181,597,3551,33
2021/02/08 06:00:00+00,Prairie Mountain Health,0,2050,73,1924,53
2021/02/08 06:00:00+00,Southern Health-Santé Sud,6,4686,82,4464,140
2021/02/08 06:00:00+00,Winnipeg,51,17126,493,16025,608
2021/02/09 06:00:00+00,All,52,30422,1442,28107,873
2021/02/09 06:00:00+00,Interlake-Eastern,0,2327,207,2083,37
2021/02/09 06:00:00+00,Northern,30,4211,608,3570,33
2021/02/09 06:00:00+00,Prairie Mountain Health,2,2052,67,1932,53
2021/02/09 06:00:00+00,Southern Health-Santé Sud,3,4689,79,4470,140
2021/02/09 06:00:00+00,Winnipeg,17,17143,481,16052,610
2021/02/10 06:00:00+00,All,86,30508,1457,28174,877
2021/02/10 06:00:00+00,Interlake-Eastern,12,2339,213,2089,37
2021/02/10 06:00:00+00,Northern,39,4250,623,3594,33
2021/02/10 06:00:00+00,Prairie Mountain Health,8,2060,67,1940,53
2021/02/10 06:00:00+00,Southern Health-Santé Sud,3,4692,78,4474,140
2021/02/10 06:00:00+00,Winnipeg,24,17167,476,16077,614
2021/02/11 06:00:00+00,All,83,30591,1471,28241,879
2021/02/11 06:00:00+00,Interlake-Eastern,5,2344,210,2097,37
2021/02/11 06:00:00+00,Northern,26,4276,622,3621,33
2021/02/11 06:00:00+00,Prairie Mountain Health,2,2062,66,1943,53
2021/02/11 06:00:00+00,Southern Health-Santé Sud,26,4718,102,4476,140
2021/02/11 06:00:00+00,Winnipeg,24,17191,471,16104,616
2021/02/12 06:00:00+00,All,97,30688,1512,28294,882
2021/02/12 06:00:00+00,Interlake-Eastern,3,2347,210,2100,37
2021/02/12 06:00:00+00,Northern,38,4314,643,3638,33
2021/02/12 06:00:00+00,Prairie Mountain Health,3,2065,66,1946,53
2021/02/12 06:00:00+00,Southern Health-Santé Sud,11,4729,105,4484,140
2021/02/12 06:00:00+00,Winnipeg,42,17233,488,16126,619
2021/02/13 06:00:00+00,All,79,30767,1500,28382,885
2021/02/13 06:00:00+00,Interlake-Eastern,2,2349,208,2104,37
2021/02/13 06:00:00+00,Northern,42,4356,660,3663,33
2021/02/13 06:00:00+00,Prairie Mountain Health,1,2066,66,1947,53
2021/02/13 06:00:00+00,Southern Health-Santé Sud,5,4734,100,4494,140
2021/02/13 06:00:00+00,Winnipeg,29,17262,466,16174,622
2021/02/14 06:00:00+00,All,78,30845,1501,28458,886
2021/02/14 06:00:00+00,Interlake-Eastern,7,2356,215,2104,37
2021/02/14 06:00:00+00,Northern,44,4400,670,3697,33
2021/02/14 06:00:00+00,Prairie Mountain Health,1,2067,62,1952,53
2021/02/14 06:00:00+00,Southern Health-Santé Sud,4,4738,100,4498,140
2021/02/14 06:00:00+00,Winnipeg,22,17284,454,16207,623
2021/02/15 06:00:00+00,All,115,30960,1528,28544,888
2021/02/15 06:00:00+00,Interlake-Eastern,3,2359,216,2106,37
2021/02/15 06:00:00+00,Northern,67,4467,700,3734,33
2021/02/15 06:00:00+00,Prairie Mountain Health,1,2068,62,1953,53
2021/02/15 06:00:00+00,Southern Health-Santé Sud,3,4741,97,4504,140
2021/02/15 06:00:00+00,Winnipeg,41,17325,453,16247,625
2021/02/16 06:00:00+00,All,78,31038,1466,28683,889
2021/02/16 06:00:00+00,Interlake-Eastern,5,2364,220,2107,37
2021/02/16 06:00:00+00,Northern,49,4516,722,3761,33
2021/02/16 06:00:00+00,Prairie Mountain Health,2,2070,60,1957,53
2021/02/16 06:00:00+00,Southern Health-Santé Sud,2,4743,86,4517,140
2021/02/16 06:00:00+00,Winnipeg,20,17345,378,16341,626
2021/02/17 06:00:00+00,All,110,31148,1116,29140,892
2021/02/17 06:00:00+00,Interlake-Eastern,4,2368,149,2182,37
2021/02/17 06:00:00+00,Northern,51,4567,475,4059,33
2021/02/17 06:00:00+00,Prairie Mountain Health,2,2072,41,1978,53
2021/02/17 06:00:00+00,Southern Health-Santé Sud,3,4746,81,4524,141
2021/02/17 06:00:00+00,Winnipeg,50,17395,370,16397,628
2021/02/18 06:00:00+00,All,93,31241,1129,29218,894
2021/02/18 06:00:00+00,Interlake-Eastern,2,2370,147,2186,37
2021/02/18 06:00:00+00,Northern,51,4618,495,4090,33
2021/02/18 06:00:00+00,Prairie Mountain Health,2,2074,41,1980,53
2021/02/18 06:00:00+00,Southern Health-Santé Sud,2,4748,80,4527,141
2021/02/18 06:00:00+00,Winnipeg,36,17431,366,16435,630
2021/02/19 06:00:00+00,All,91,31332,1153,29284,895
2021/02/19 06:00:00+00,Interlake-Eastern,1,2371,146,2188,37
2021/02/19 06:00:00+00,Northern,60,4678,520,4125,33
2021/02/19 06:00:00+00,Prairie Mountain Health,0,2074,39,1982,53
2021/02/19 06:00:00+00,Southern Health-Santé Sud,2,4750,76,4533,141
2021/02/19 06:00:00+00,Winnipeg,28,17459,372,16456,631
2021/02/20 06:00:00+00,All,54,31386,1121,29369,896
2021/02/20 06:00:00+00,Interlake-Eastern,2,2373,147,2189,37
2021/02/20 06:00:00+00,Northern,22,4700,518,4149,33
2021/02/20 06:00:00+00,Prairie Mountain Health,0,2074,35,1986,53
2021/02/20 06:00:00+00,Southern Health-Santé Sud,5,4755,65,4549,141
2021/02/20 06:00:00+00,Winnipeg,25,17484,356,16496,632
2021/02/21 06:00:00+00,All,104,31490,1157,29435,898
2021/02/21 06:00:00+00,Interlake-Eastern,2,2375,148,2190,37
2021/02/21 06:00:00+00,Northern,37,4737,534,4170,33
2021/02/21 06:00:00+00,Prairie Mountain Health,0,2074,34,1987,53
2021/02/21 06:00:00+00,Southern Health-Santé Sud,2,4757,64,4552,141
2021/02/21 06:00:00+00,Winnipeg,63,17547,377,16536,634
2021/02/22 06:00:00+00,All,61,31551,1150,29502,899
2021/02/22 06:00:00+00,Interlake-Eastern,6,2381,149,2195,37
2021/02/22 06:00:00+00,Northern,17,4754,522,4199,33
2021/02/22 06:00:00+00,Prairie Mountain Health,1,2075,34,1988,53
2021/02/22 06:00:00+00,Southern Health-Santé Sud,1,4758,60,4557,141
2021/02/22 06:00:00+00,Winnipeg,36,17583,385,16563,635
2021/02/23 06:00:00+00,All,39,31590,1141,29548,901
2021/02/23 06:00:00+00,Interlake-Eastern,2,2383,147,2199,37
2021/02/23 06:00:00+00,Northern,10,4764,515,4216,33
2021/02/23 06:00:00+00,Prairie Mountain Health,0,2075,34,1988,53
2021/02/23 06:00:00+00,Southern Health-Santé Sud,4,4762,59,4561,142
2021/02/23 06:00:00+00,Winnipeg,23,17606,386,16584,636
2021/02/24 06:00:00+00,All,66,31656,1150,29602,904
2021/02/24 06:00:00+00,Interlake-Eastern,7,2390,152,2201,37
2021/02/24 06:00:00+00,Northern,27,4791,519,4239,33
2021/02/24 06:00:00+00,Prairie Mountain Health,0,2075,32,1990,53
2021/02/24 06:00:00+00,Southern Health-Santé Sud,2,4764,57,4565,142
2021/02/24 06:00:00+00,Winnipeg,30,17636,390,16607,639
2021/02/25 06:00:00+00,All,69,31725,1156,29664,905
2021/02/25 06:00:00+00,Interlake-Eastern,7,2397,151,2209,37
2021/02/25 06:00:00+00,Northern,37,4828,530,4265,33
2021/02/25 06:00:00+00,Prairie Mountain Health,0,2075,30,1992,53
2021/02/25 06:00:00+00,Southern Health-Santé Sud,2,4766,57,4567,142
2021/02/25 06:00:00+00,Winnipeg,23,17659,388,16631,640
2021/02/26 06:00:00+00,All,79,31804,1156,29741,907
2021/02/26 06:00:00+00,Interlake-Eastern,1,2398,150,2211,37
2021/02/26 06:00:00+00,Northern,32,4860,540,4287,33
2021/02/26 06:00:00+00,Prairie Mountain Health,2,2077,30,1994,53
2021/02/26 06:00:00+00,Southern Health-Santé Sud,7,4773,60,4571,142
2021/02/26 06:00:00+00,Winnipeg,37,17696,376,16678,642
2021/02/27 06:00:00+00,All,52,31856,1129,29817,910
2021/02/27 06:00:00+00,Interlake-Eastern,2,2400,146,2217,37
2021/02/27 06:00:00+00,Northern,22,4882,533,4316,33
2021/02/27 06:00:00+00,Prairie Mountain Health,1,2078,29,1996,53
2021/02/27 06:00:00+00,Southern Health-Santé Sud,4,4777,61,4574,142
2021/02/27 06:00:00+00,Winnipeg,23,17719,360,16714,645
2021/02/28 06:00:00+00,All,38,31894,1117,29865,912
2021/02/28 06:00:00+00,Interlake-Eastern,2,2402,145,2220,37
2021/02/28 06:00:00+00,Northern,16,4898,537,4327,34
2021/02/28 06:00:00+00,Prairie Mountain Health,0,2078,28,1997,53
2021/02/28 06:00:00+00,Southern Health-Santé Sud,0,4777,61,4574,142
2021/02/28 06:00:00+00,Winnipeg,20,17739,346,16747,646
2021/03/01 06:00:00+00,All,52,31946,1112,29921,913
2021/03/01 06:00:00+00,Interlake-Eastern,2,2404,145,2222,37
2021/03/01 06:00:00+00,Northern,18,4916,541,4341,34
2021/03/01 06:00:00+00,Prairie Mountain Health,2,2080,30,1997,53
2021/03/01 06:00:00+00,Southern Health-Santé Sud,9,4786,61,4583,142
2021/03/01 06:00:00+00,Winnipeg,21,17760,335,16778,647
2021/03/02 06:00:00+00,All,52,31998,1122,29962,914
2021/03/02 06:00:00+00,Interlake-Eastern,2,2406,144,2225,37
2021/03/02 06:00:00+00,Northern,31,4947,561,4351,35
2021/03/02 06:00:00+00,Prairie Mountain Health,0,2080,30,1997,53
2021/03/02 06:00:00+00,Southern Health-Santé Sud,3,4789,64,4583,142
2021/03/02 06:00:00+00,Winnipeg,16,17776,323,16806,647
2021/03/03 06:00:00+00,All,49,32047,1124,30008,915
2021/03/03 06:00:00+00,Interlake-Eastern,0,2406,143,2226,37
2021/03/03 06:00:00+00,Northern,26,4973,575,4363,35
2021/03/03 06:00:00+00,Prairie Mountain Health,1,2081,30,1998,53
2021/03/03 06:00:00+00,Southern Health-Santé Sud,3,4792,63,4587,142
2021/03/03 06:00:00+00,Winnipeg,19,17795,313,16834,648
2021/03/04 06:00:00+00,All,54,32101,1125,30060,916
2021/03/04 06:00:00+00,Interlake-Eastern,3,2409,142,2230,37
2021/03/04 06:00:00+00,Northern,33,5006,591,4380,35
2021/03/04 06:00:00+00,Prairie Mountain Health,1,2082,31,1998,53
2021/03/04 06:00:00+00,Southern Health-Santé Sud,4,4796,61,4593,142
2021/03/04 06:00:00+00,Winnipeg,13,17808,300,16859,649
2021/03/05 06:00:00+00,All,66,32167,1122,30128,917
2021/03/05 06:00:00+00,Interlake-Eastern,2,2411,138,2236,37
2021/03/05 06:00:00+00,Northern,39,5045,591,4419,35
2021/03/05 06:00:00+00,Prairie Mountain Health,0,2082,31,1998,53
2021/03/05 06:00:00+00,Southern Health-Santé Sud,5,4801,62,4597,142
2021/03/05 06:00:00+00,Winnipeg,20,17828,300,16878,650
2021/03/06 06:00:00+00,All,59,32226,1145,30162,919
2021/03/06 06:00:00+00,Interlake-Eastern,2,2413,138,2238,37
2021/03/06 06:00:00+00,Northern,25,5070,602,4432,36
2021/03/06 06:00:00+00,Prairie Mountain Health,1,2083,30,2000,53
2021/03/06 06:00:00+00,Southern Health-Santé Sud,3,4804,63,4599,142
2021/03/06 06:00:00+00,Winnipeg,28,17856,312,16893,651
2021/03/07 06:00:00+00,All,65,32291,1172,30198,921
2021/03/07 06:00:00+00,Interlake-Eastern,0,2413,137,2239,37
2021/03/07 06:00:00+00,Northern,36,5106,624,4445,37
2021/03/07 06:00:00+00,Prairie Mountain Health,1,2084,30,2001,53
2021/03/07 06:00:00+00,Southern Health-Santé Sud,2,4806,63,4601,142
2021/03/07 06:00:00+00,Winnipeg,26,17882,318,16912,652
2021/03/08 06:00:00+00,All,67,32358,1197,30237,924
2021/03/08 06:00:00+00,Interlake-Eastern,3,2416,139,2240,37
2021/03/08 06:00:00+00,Northern,36,5142,644,4461,37
2021/03/08 06:00:00+00,Prairie Mountain Health,0,2084,30,2001,53
2021/03/08 06:00:00+00,Southern Health-Santé Sud,6,4812,65,4605,142
2021/03/08 06:00:00+00,Winnipeg,22,17904,319,16930,655
2021/03/09 06:00:00+00,All,75,32433,1231,30277,925
2021/03/09 06:00:00+00,Interlake-Eastern,3,2419,141,2241,37
2021/03/09 06:00:00+00,Northern,35,5177,668,4472,37
2021/03/09 06:00:00+00,Prairie Mountain Health,5,2089,33,2003,53
2021/03/09 06:00:00+00,Southern Health-Santé Sud,10,4822,67,4613,142
2021/03/09 06:00:00+00,Winnipeg,22,17926,322,16948,656
2021/03/10 06:00:00+00,All,87,32520,1251,30343,926
2021/03/10 06:00:00+00,Interlake-Eastern,0,2419,138,2243,38
2021/03/10 06:00:00+00,Northern,50,5227,699,4491,37
2021/03/10 06:00:00+00,Prairie Mountain Health,2,2091,34,2004,53
2021/03/10 06:00:00+00,Southern Health-Santé Sud,7,4829,68,4619,142
2021/03/10 06:00:00+00,Winnipeg,28,17954,312,16986,656
2021/03/11 06:00:00+00,All,101,32621,957,30738,926
2021/03/11 06:00:00+00,Interlake-Eastern,6,2425,41,2346,38
2021/03/11 06:00:00+00,Northern,50,5277,512,4728,37
2021/03/11 06:00:00+00,Prairie Mountain Health,5,2096,23,2020,53
2021/03/11 06:00:00+00,Southern Health-Santé Sud,7,4836,62,4632,142
2021/03/11 06:00:00+00,Winnipeg,33,17987,319,17012,656
2021/03/12 06:00:00+00,All,88,32709,981,30800,928
2021/03/12 06:00:00+00,Interlake-Eastern,3,2428,44,2346,38
2021/03/12 06:00:00+00,Northern,40,5317,544,4736,37
2021/03/12 06:00:00+00,Prairie Mountain Health,7,2103,27,2023,53
2021/03/12 06:00:00+00,Southern Health-Santé Sud,8,4844,60,4642,142
2021/03/12 06:00:00+00,Winnipeg,30,18017,306,17053,658
2021/03/13 06:00:00+00,All,39,32748,966,30853,929
2021/03/13 06:00:00+00,Interlake-Eastern,2,2430,45,2347,38
2021/03/13 06:00:00+00,Northern,11,5328,531,4759,38
2021/03/13 06:00:00+00,Prairie Mountain Health,2,2105,28,2024,53
2021/03/13 06:00:00+00,Southern Health-Santé Sud,1,4845,59,4644,142
2021/03/13 06:00:00+00,Winnipeg,23,18040,303,17079,658
2021/03/14 06:00:00+00,All,60,32808,979,30898,931
2021/03/14 06:00:00+00,Interlake-Eastern,0,2430,44,2348,38
2021/03/14 06:00:00+00,Northern,17,5345,534,4772,39
2021/03/14 06:00:00+00,Prairie Mountain Health,0,2105,28,2024,53
2021/03/14 06:00:00+00,Southern Health-Santé Sud,4,4849,56,4650,143
2021/03/14 06:00:00+00,Winnipeg,39,18079,317,17104,658
2021/03/15 05:00:00+00,All,121,32929,1061,30937,931
2021/03/15 05:00:00+00,Interlake-Eastern,0,2430,44,2348,38
2021/03/15 05:00:00+00,Northern,90,5435,607,4789,39
2021/03/15 05:00:00+00,Prairie Mountain Health,3,2108,30,2025,53
2021/03/15 05:00:00+00,Southern Health-Santé Sud,4,4853,58,4652,143
2021/03/15 05:00:00+00,Winnipeg,24,18103,322,17123,658
2021/03/16 05:00:00+00,All,93,33022,1103,30988,931
2021/03/16 05:00:00+00,Interlake-Eastern,2,2432,44,2350,38
2021/03/16 05:00:00+00,Northern,43,5478,634,4805,39
2021/03/16 05:00:00+00,Prairie Mountain Health,1,2109,30,2026,53
2021/03/16 05:00:00+00,Southern Health-Santé Sud,5,4858,59,4656,143
2021/03/16 05:00:00+00,Winnipeg,42,18145,336,17151,658
2021/03/17 05:00:00+00,All,70,33092,1132,31029,931
2021/03/17 05:00:00+00,Interlake-Eastern,3,2435,46,2351,38
2021/03/17 05:00:00+00,Northern,24,5502,643,4820,39
2021/03/17 05:00:00+00,Prairie Mountain Health,4,2113,32,2028,53
2021/03/17 05:00:00+00,Southern Health-Santé Sud,4,4862,57,4662,143
2021/03/17 05:00:00+00,Winnipeg,35,18180,354,17168,658
2021/03/18 05:00:00+00,All,95,33187,1166,31089,932
2021/03/18 05:00:00+00,Interlake-Eastern,3,2438,48,2352,38
2021/03/18 05:00:00+00,Northern,26,5528,654,4835,39
2021/03/18 05:00:00+00,Prairie Mountain Health,15,2128,44,2031,53
2021/03/18 05:00:00+00,Southern Health-Santé Sud,10,4872,61,4668,143
2021/03/18 05:00:00+00,Winnipeg,41,18221,359,17203,659
2021/03/19 05:00:00+00,All,85,33272,1174,31165,933
2021/03/19 05:00:00+00,Interlake-Eastern,1,2439,48,2353,38
2021/03/19 05:00:00+00,Northern,49,5577,669,4868,40
2021/03/19 05:00:00+00,Prairie Mountain Health,4,2132,46,2033,53
2021/03/19 05:00:00+00,Southern Health-Santé Sud,6,4878,62,4673,143
2021/03/19 05:00:00+00,Winnipeg,25,18246,349,17238,659
2021/03/20 05:00:00+00,All,89,33361,1204,31224,933
2021/03/20 05:00:00+00,Interlake-Eastern,0,2439,47,2354,38
2021/03/20 05:00:00+00,Northern,31,5608,682,4886,40
2021/03/20 05:00:00+00,Prairie Mountain Health,9,2141,51,2037,53
2021/03/20 05:00:00+00,Southern Health-Santé Sud,7,4885,65,4677,143
2021/03/20 05:00:00+00,Winnipeg,42,18288,359,17270,659
2021/03/21 05:00:00+00,All,70,33431,1224,31273,934
2021/03/21 05:00:00+00,Interlake-Eastern,1,2440,46,2356,38
2021/03/21 05:00:00+00,Northern,17,5625,689,4896,40
2021/03/21 05:00:00+00,Prairie Mountain Health,0,2141,49,2039,53
2021/03/21 05:00:00+00,Southern Health-Santé Sud,4,4889,67,4679,143
2021/03/21 05:00:00+00,Winnipeg,48,18336,373,17303,660
2021/03/22 05:00:00+00,All,101,33532,1279,31319,934
2021/03/22 05:00:00+00,Interlake-Eastern,2,2442,47,2357,38
2021/03/22 05:00:00+00,Northern,45,5670,723,4907,40
2021/03/22 05:00:00+00,Prairie Mountain Health,4,2145,49,2043,53
2021/03/22 05:00:00+00,Southern Health-Santé Sud,4,4893,68,4682,143
2021/03/22 05:00:00+00,Winnipeg,46,18382,392,17330,660
2021/03/23 05:00:00+00,All,69,33601,1286,31379,936
2021/03/23 05:00:00+00,Interlake-Eastern,3,2445,49,2358,38
2021/03/23 05:00:00+00,Northern,24,5694,727,4927,40
2021/03/23 05:00:00+00,Prairie Mountain Health,4,2149,50,2046,53
2021/03/23 05:00:00+00,Southern Health-Santé Sud,3,4896,64,4689,143
2021/03/23 05:00:00+00,Winnipeg,35,18417,396,17359,662
2021/03/24 05:00:00+00,All,117,33718,1165,31616,937
2021/03/24 05:00:00+00,Interlake-Eastern,0,2445,36,2371,38
2021/03/24 05:00:00+00,Northern,57,5751,602,5108,41
2021/03/24 05:00:00+00,Prairie Mountain Health,11,2160,59,2048,53
2021/03/24 05:00:00+00,Southern Health-Santé Sud,2,4898,61,4694,143
2021/03/24 05:00:00+00,Winnipeg,47,18464,407,17395,662
2021/03/25 05:00:00+00,All,103,33821,1210,31673,938
2021/03/25 05:00:00+00,Interlake-Eastern,1,2446,36,2372,38
2021/03/25 05:00:00+00,Northern,50,5801,637,5122,42
2021/03/25 05:00:00+00,Prairie Mountain Health,1,2161,57,2051,53
2021/03/25 05:00:00+00,Southern Health-Santé Sud,4,4902,60,4699,143
2021/03/25 05:00:00+00,Winnipeg,47,18511,420,17429,662
2021/03/26 05:00:00+00,All,51,33872,1220,31712,940
2021/03/26 05:00:00+00,Interlake-Eastern,0,2446,34,2374,38
2021/03/26 05:00:00+00,Northern,15,5816,648,5126,42
2021/03/26 05:00:00+00,Prairie Mountain Health,1,2162,57,2052,53
2021/03/26 05:00:00+00,Southern Health-Santé Sud,8,4910,65,4701,144
2021/03/26 05:00:00+00,Winnipeg,27,18538,416,17459,663
2021/03/27 05:00:00+00,All,59,33931,1194,31796,941
2021/03/27 05:00:00+00,Interlake-Eastern,2,2448,36,2374,38
2021/03/27 05:00:00+00,Northern,12,5828,649,5136,43
2021/03/27 05:00:00+00,Prairie Mountain Health,3,2165,56,2056,53
2021/03/27 05:00:00+00,Southern Health-Santé Sud,11,4921,65,4712,144
2021/03/27 05:00:00+00,Winnipeg,31,18569,388,17518,663
2021/03/28 05:00:00+00,All,58,33989,1195,31853,941
2021/03/28 05:00:00+00,Interlake-Eastern,3,2451,38,2375,38
2021/03/28 05:00:00+00,Northern,27,5855,664,5148,43
2021/03/28 05:00:00+00,Prairie Mountain Health,2,2167,50,2064,53
2021/03/28 05:00:00+00,Southern Health-Santé Sud,1,4922,60,4718,144
2021/03/28 05:00:00+00,Winnipeg,25,18594,383,17548,663
2021/03/29 05:00:00+00,All,64,34053,1202,31909,942
2021/03/29 05:00:00+00,Interlake-Eastern,0,2451,38,2375,38
2021/03/29 05:00:00+00,Northern,26,5881,676,5162,43
2021/03/29 05:00:00+00,Prairie Mountain Health,1,2168,44,2071,53
2021/03/29 05:00:00+00,Southern Health-Santé Sud,4,4926,54,4728,144
2021/03/29 05:00:00+00,Winnipeg,33,18627,390,17573,664
2021/03/30 05:00:00+00,All,74,34127,1227,31958,942
2021/03/30 05:00:00+00,Interlake-Eastern,2,2453,35,2380,38
2021/03/30 05:00:00+00,Northern,28,5909,695,5171,43
2021/03/30 05:00:00+00,Prairie Mountain Health,2,2170,45,2072,53
2021/03/30 05:00:00+00,Southern Health-Santé Sud,5,4931,55,4732,144
2021/03/30 05:00:00+00,Winnipeg,37,18664,397,17603,664
2021/03/31 05:00:00+00,All,58,34185,1232,32010,943
2021/03/31 05:00:00+00,Interlake-Eastern,0,2453,35,2380,38
2021/03/31 05:00:00+00,Northern,20,5929,704,5182,43
2021/03/31 05:00:00+00,Prairie Mountain Health,7,2177,51,2073,53
2021/03/31 05:00:00+00,Southern Health-Santé Sud,2,4933,54,4735,144
2021/03/31 05:00:00+00,Winnipeg,29,18693,388,17640,665
2021/04/01 05:00:00+00,All,108,34293,1261,32088,944
2021/04/01 05:00:00+00,Interlake-Eastern,1,2454,36,2380,38
2021/04/01 05:00:00+00,Northern,35,5964,726,5195,43
2021/04/01 05:00:00+00,Prairie Mountain Health,15,2192,60,2078,54
2021/04/01 05:00:00+00,Southern Health-Santé Sud,4,4937,53,4740,144
2021/04/01 05:00:00+00,Winnipeg,53,18746,386,17695,665
2021/04/02 05:00:00+00,All,67,34360,1277,32138,945
2021/04/02 05:00:00+00,Interlake-Eastern,0,2454,36,2380,38
2021/04/02 05:00:00+00,Northern,28,5992,747,5202,43
2021/04/02 05:00:00+00,Prairie Mountain Health,4,2196,59,2083,54
2021/04/02 05:00:00+00,Southern Health-Santé Sud,0,4937,47,4746,144
2021/04/02 05:00:00+00,Winnipeg,35,18781,388,17727,666
2021/04/03 05:00:00+00,All,68,34428,1293,32187,948
2021/04/03 05:00:00+00,Interlake-Eastern,1,2455,37,2380,38
2021/04/03 05:00:00+00,Northern,30,6022,764,5214,44
2021/04/03 05:00:00+00,Prairie Mountain Health,12,2208,68,2086,54
2021/04/03 05:00:00+00,Southern Health-Santé Sud,3,4940,45,4751,144
2021/04/03 05:00:00+00,Winnipeg,22,18803,379,17756,668
2021/04/04 05:00:00+00,All,67,34495,1299,32247,949
2021/04/04 05:00:00+00,Interlake-Eastern,0,2455,35,2382,38
2021/04/04 05:00:00+00,Northern,12,6034,761,5229,44
2021/04/04 05:00:00+00,Prairie Mountain Health,8,2216,71,2091,54
2021/04/04 05:00:00+00,Southern Health-Santé Sud,4,4944,43,4757,144
2021/04/04 05:00:00+00,Winnipeg,43,18846,389,17788,669
2021/04/05 05:00:00+00,All,64,34559,1276,32331,952
2021/04/05 05:00:00+00,Interlake-Eastern,2,2457,35,2384,38
2021/04/05 05:00:00+00,Northern,22,6056,756,5256,44
2021/04/05 05:00:00+00,Prairie Mountain Health,4,2220,71,2095,54
2021/04/05 05:00:00+00,Southern Health-Santé Sud,1,4945,42,4759,144
2021/04/05 05:00:00+00,Winnipeg,35,18881,372,17837,672
2021/04/06 05:00:00+00,All,128,34687,1338,32397,952
2021/04/06 05:00:00+00,Interlake-Eastern,3,2460,38,2384,38
2021/04/06 05:00:00+00,Northern,65,6121,810,5267,44
2021/04/06 05:00:00+00,Prairie Mountain Health,5,2225,69,2102,54
2021/04/06 05:00:00+00,Southern Health-Santé Sud,3,4948,43,4761,144
2021/04/06 05:00:00+00,Winnipeg,52,18933,378,17883,672
2021/04/07 05:00:00+00,All,120,34807,1120,32734,953
2021/04/07 05:00:00+00,Interlake-Eastern,0,2460,26,2396,38
2021/04/07 05:00:00+00,Northern,40,6161,583,5534,44
2021/04/07 05:00:00+00,Prairie Mountain Health,17,2242,80,2108,54
2021/04/07 05:00:00+00,Southern Health-Santé Sud,8,4956,48,4764,144
2021/04/07 05:00:00+00,Winnipeg,55,18988,383,17932,673
2021/04/08 05:00:00+00,All,180,34987,1217,32817,953
2021/04/08 05:00:00+00,Interlake-Eastern,2,2462,26,2398,38
2021/04/08 05:00:00+00,Northern,79,6240,642,5554,44
2021/04/08 05:00:00+00,Prairie Mountain Health,9,2251,81,2116,54
2021/04/08 05:00:00+00,Southern Health-Santé Sud,6,4962,50,4768,144
2021/04/08 05:00:00+00,Winnipeg,84,19072,418,17981,673
2021/04/09 05:00:00+00,All,122,35109,1248,32908,953
